f13.jpg	p4.jpg	2.000000	2	2.119323e+00	1.121790e+06	1.121795e+06	1.000000
f16.jpg	p15.jpg	2.000000	2	9.137965e-01	1.121795e+06	1.121800e+06	2.000000
f15.jpg	p12.jpg	1.000000	1	7.646421e-01	1.121801e+06	1.121806e+06	3.000000
f5.jpg	p13.jpg	1.000000	1	9.828885e-01	1.121807e+06	1.121812e+06	4.000000
f10.jpg	p16.jpg	1.000000	1	9.454653e-01	1.121812e+06	1.121817e+06	5.000000
f11.jpg	p10.jpg	2.000000	2	9.720559e-01	1.121818e+06	1.121823e+06	6.000000
f12.jpg	p8.jpg	2.000000	2	6.788183e-01	1.121824e+06	1.121829e+06	7.000000
f1.jpg	p3.jpg	1.000000	1	4.335677e-01	1.121829e+06	1.121834e+06	8.000000
f18.jpg	p14.jpg	1.000000	1	7.166974e-01	1.121835e+06	1.121840e+06	9.000000
f17.jpg	p6.jpg	1.000000	1	6.154103e-01	1.121841e+06	1.121846e+06	10.000000
f14.jpg	p7.jpg	1.000000	1	6.904040e-01	1.121846e+06	1.121851e+06	11.000000
f19.jpg	p11.jpg	1.000000	1	7.972036e-01	1.121852e+06	1.121857e+06	12.000000
f20.jpg	p1.jpg	1.000000	1	5.200066e-01	1.121858e+06	1.121863e+06	13.000000
f4.jpg	p9.jpg	2.000000	2	5.312927e-01	1.121863e+06	1.121868e+06	14.000000
f2.jpg	p2.jpg	1.000000	1	6.060222e-01	1.121869e+06	1.121874e+06	15.000000
f3.jpg	p5.jpg	2.000000	2	9.047046e-01	1.121874e+06	1.121879e+06	16.000000
