s3.jpeg	c1.jpg	1.000000	1	2.461191e+00	4.893699e+03	4.898700e+03	1.000000
s5.jpeg	c2.jpg	2.000000	1	1.527489e+00	4.899496e+03	4.904497e+03	2.000000
s16.jpeg	c7.jpg	1.000000	2	1.044167e+00	4.905228e+03	4.910228e+03	3.000000
s19.jpeg	c12.jpg	1.000000	2	1.248481e+00	4.910959e+03	4.915959e+03	4.000000
s18.jpeg	c6.jpg	1.000000	2	1.693913e+00	4.916673e+03	4.921674e+03	5.000000
s1.jpeg	c4.jpg	1.000000	2	1.466541e+00	4.922404e+03	4.927405e+03	6.000000
s20.jpeg	c5.jpg	2.000000	1	2.055865e+00	4.928119e+03	4.933119e+03	7.000000
s4.jpeg	c15.jpg	1.000000	2	3.316933e+00	4.933833e+03	4.938834e+03	8.000000
s15.jpeg	c9.jpg	1.000000	2	1.697583e+00	4.939565e+03	4.944565e+03	9.000000
s13.jpeg	c11.jpg	2.000000	1	9.741987e-01	4.945296e+03	4.950296e+03	10.000000
s14.jpeg	c13.jpg	1.000000	2	1.225325e+00	4.951060e+03	4.956061e+03	11.000000
s10.jpeg	c8.jpg	2.000000	1	1.446682e+00	4.956775e+03	4.961775e+03	12.000000
s11.jpeg	c16.jpg	1.000000	2	1.059286e+00	4.962506e+03	4.967506e+03	13.000000
s12.jpeg	c3.jpg	2.000000	2	2.207822e+00	4.968237e+03	4.973237e+03	14.000000
s2.jpeg	c14.jpg	2.000000	1	3.980979e-04	4.973968e+03	4.978969e+03	15.000000
s17.jpeg	c10.jpg	2.000000	1	1.273001e+00	4.979699e+03	4.984700e+03	16.000000
