c16.jpg	 253	 633	 2.919426e+00	 1.000000	 1.507393e+04	 1.507736e+04
c2.jpg	 351	 647	 4.465861e+00	 2.000000	 1.507799e+04	 1.508296e+04
c13.jpg	 266	 656	 3.752631e+00	 1.000000	 1.508362e+04	 1.508788e+04
c6.jpg	 288	 641	 2.851985e+00	 1.000000	 1.508854e+04	 1.509190e+04
c7.jpg	 340	 641	 1.651916e+00	 2.000000	 1.509254e+04	 1.509471e+04
c11.jpg	 260	 642	 2.801785e+00	 1.000000	 1.509531e+04	 1.509863e+04
c10.jpg	 345	 636	 2.868648e+00	 2.000000	 1.509926e+04	 1.510264e+04
c8.jpg	 499	 644	 2.001279e+00	 4.000000	 1.510328e+04	 1.510580e+04
c14.jpg	 520	 652	 2.685010e+00	 4.000000	 1.510641e+04	 1.510962e+04
c4.jpg	 588	 646	 2.418103e+00	 5.000000	 1.511025e+04	 1.511319e+04
c1.jpg	 335	 658	 3.402430e+00	 2.000000	 1.511382e+04	 1.511774e+04
c9.jpg	 259	 645	 2.618390e+00	 1.000000	 1.511837e+04	 1.512151e+04
c15.jpg	 249	 653	 2.001306e+00	 1.000000	 1.512214e+04	 1.512466e+04
c5.jpg	 256	 655	 3.235353e+00	 1.000000	 1.512528e+04	 1.512903e+04
c12.jpg	 593	 640	 2.518261e+00	 5.000000	 1.512968e+04	 1.513271e+04
c3.jpg	 259	 639	 2.851795e+00	 1.000000	 1.513335e+04	 1.513672e+04
